,h3_index,geometry
98,89394460ec7ffff,"POLYGON ((41.39397422657442 2.172112303257054, 41.392196009059305 2.172440906254166, 41.39162704219442 2.174612967517136, 41.392836301369 2.1764565213102958, 41.39461455278649 2.1761279884966296, 41.39518351112765 2.1739558317034824, 41.39397422657442 2.172112303257054))"
99,8939446034fffff,"POLYGON ((41.37882027896261 2.145982569464435, 41.37704212679129 2.1463115862875437, 41.37647350983579 2.1484829326317616, 41.37768305362463 2.150325357669919, 41.37946123974094 2.1499964109421046, 41.380029848124 2.1478249690779445, 41.37882027896261 2.145982569464435))"
100,89394460373ffff,"POLYGON ((41.38244892611599 2.151510016308546, 41.38067076605147 2.151838947266681, 41.38010208087051 2.1540104557336273, 41.38131156431673 2.1558531287626455, 41.3830897583169 2.1555242679191546, 41.38365843493579 2.1533526639291303, 41.38244892611599 2.151510016308546))"
101,89394460337ffff,"POLYGON ((41.38970567705672 2.162567142155025, 41.38792750127411 2.162895901286508, 41.387358679564706 2.1650677339495563, 41.38856804217989 2.166910903007542, 41.39034625187947 2.1665822140293884, 41.39091506504749 2.1644102858370413, 41.38970567705672 2.162567142155025))"
102,89394460edbffff,"POLYGON ((41.3926932147421 2.164081542505247, 41.39091506504749 2.1644102858370413, 41.39034625187947 2.1665822140293884, 41.391555596944926 2.16842549442175, 41.39333378055241 2.1680968212519134, 41.39390258518214 2.1659247975248954, 41.3926932147421 2.164081542505247))"
103,89394460ec3ffff,"POLYGON ((41.39333378055241 2.1680968212519134, 41.391555596944926 2.16842549442175, 41.39098670693257 2.170597489158104, 41.392196009059305 2.172440906254166, 41.39397422657442 2.172112303257054, 41.39454310805575 2.1699402129882803, 41.39333378055241 2.1680968212519134))"
104,89394460ed7ffff,"POLYGON ((41.3963212655618 2.169611555631014, 41.39454310805575 2.1699402129882803, 41.39397422657442 2.172112303257054, 41.39518351112765 2.1739558317034824, 41.396961702537226 2.173627244527547, 41.39753057549062 2.1714550587209827, 41.3963212655618 2.169611555631014))"
105,89394460e9bffff,"POLYGON ((41.3993087068859 2.171126417180605, 41.39753057549062 2.1714550587209827, 41.396961702537226 2.173627244527547, 41.39817096950452 2.1754708843339574, 41.39994913479923 2.175142312983482, 41.400517999227766 2.1729700316338088, 41.3993087068859 2.171126417180605))"
106,89394460e83ffff,"POLYGON ((41.39994913479923 2.175142312983482, 41.39817096950452 2.1754708843339574, 41.39760201968404 2.177643136662637, 41.398811243676406 2.179486913178849, 41.400589442865275 2.1791584120290675, 41.4011583841682 2.176986064159499, 41.39994913479923 2.175142312983482))"
107,89394460e97ffff,"POLYGON ((41.402936523338674 2.1766575086387747, 41.4011583841682 2.176986064159499, 41.400589442865275 2.1791584120290675, 41.401798649247915 2.1810022999212624, 41.40357682230849 2.180673814609823, 41.40414575509691 2.178501371194044, 41.402936523338674 2.1766575086387747))"
108,8939446018fffff,"POLYGON ((41.41402877151174 2.1601356199104744, 41.4122509664296 2.160464517506562, 41.41168252901007 2.1626369438479816, 41.41289190521605 2.1644805681768906, 41.414669744199166 2.164151740768606, 41.41523817307591 2.1619792188407176, 41.41402877151174 2.1601356199104744))"
109,89394460117ffff,"POLYGON ((41.41168252901007 2.1626369438479816, 41.40990466387663 2.162965787064348, 41.40933614104874 2.1651381844225175, 41.41054549189345 2.166981834140341, 41.41232339092674 2.1666530611139243, 41.41289190521605 2.1644805681768906, 41.41168252901007 2.1626369438479816))"
110,89394460107ffff,"POLYGON ((41.40933614104874 2.1651381844225175, 41.407558215870324 2.1654669732613065, 41.40698960763733 2.1676393416287008, 41.40819893311771 2.169483016725678, 41.409976892194834 2.1691542980789857, 41.41054549189345 2.166981834140341, 41.40933614104874 2.1651381844225175))"
111,8939446013bffff,"POLYGON ((41.40698960763733 2.1676393416287008, 41.40521162242031 2.167968076092129, 41.40464292878552 2.170140415461169, 41.40585222889851 2.171984115927567, 41.40763024801309 2.1716554516583826, 41.40819893311771 2.169483016725678, 41.40698960763733 2.1676393416287008))"
112,8939446012bffff,"POLYGON ((41.40464292878552 2.170140415461169, 41.40286488353624 2.170469095551412, 41.40229610450293 2.1726414059145536, 41.403505379245445 2.1744851317406333, 41.405283458391175 2.1741565218467716, 41.40585222889851 2.171984115927567, 41.40464292878552 2.170140415461169))"
113,89394460e93ffff,"POLYGON ((41.40229610450293 2.1726414059145536, 41.400517999227766 2.1729700316338088, 41.39994913479923 2.175142312983482, 41.4011583841682 2.176986064159499, 41.402936523338674 2.1766575086387747, 41.403505379245445 2.1744851317406333, 41.40229610450293 2.1726414059145536))"
114,89394460eabffff,"POLYGON ((41.395894845694386 2.1841599685830184, 41.3941165264878 2.184488360997497, 41.393547329016215 2.186660621735974, 41.394756459253685 2.1885045855805174, 41.39653481234697 2.188176263381757, 41.39710400131666 2.1860039071198436, 41.395894845694386 2.1841599685830184))"
115,89394460e33ffff,"POLYGON ((41.393547329016215 2.186660621735974, 41.39176894981032 2.1869889597860968, 41.39119966695577 2.189161191465779, 41.392408771805385 2.1910051806082986, 41.39418718489682 2.190676912776029, 41.394756459253685 2.1885045855805174, 41.393547329016215 2.186660621735974))"
116,89394460e23ffff,"POLYGON ((41.39119966695577 2.189161191465779, 41.38942122775692 2.189489475153725, 41.38885185952272 2.191661677767081, 41.390060938981385 2.1935056921978218, 41.39183941206464 2.1931774787298575, 41.392408771805385 2.1910051806082986, 41.39119966695577 2.189161191465779))"
117,89394460e2fffff,"POLYGON ((41.38885185952272 2.191661677767081, 41.387073360337304 2.19198990709505, 41.3865039067267 2.1941620806345234, 41.387712960791404 2.1960061203437693, 41.38949149386009 2.1956779612379247, 41.390060938981385 2.1935056921978218, 41.38885185952272 2.191661677767081))"
118,89394460a97ffff,"POLYGON ((41.3865039067267 2.1941620806345234, 41.384725347561094 2.1944902556047174, 41.384155808577454 2.196662400062783, 41.38536483724508 2.1985064650407717, 41.38714343029283 2.198178360294856, 41.387712960791404 2.1960061203437693, 41.3865039067267 2.1941620806345234))"
119,89394460e8bffff,"POLYGON ((41.396961702537226 2.173627244527547, 41.39518351112765 2.1739558317034824, 41.39461455278649 2.1761279884966296, 41.395823794376184 2.177971653646495, 41.39760201968404 2.177643136662637, 41.39817096950452 2.1754708843339574, 41.396961702537226 2.173627244527547))"
120,89394460c4bffff,"POLYGON ((41.40357682230849 2.180673814609823, 41.401798649247915 2.1810022999212624, 41.401229631062456 2.1831747142933, 41.40243879444534 2.185018738894987, 41.404217001390734 2.1846903238036144, 41.404786011068985 2.1825178138875994, 41.40357682230849 2.180673814609823))"
121,8939446010fffff,"POLYGON ((41.40634884742316 2.163623434926136, 41.40457089610896 2.1639522395730384, 41.404002279338506 2.1661245123745254, 41.40521162242031 2.167968076092129, 41.40698960763733 2.1676393416287008, 41.407558215870324 2.1654669732613065, 41.40634884742316 2.163623434926136))"
122,89394460177ffff,"POLYGON ((41.404002279338506 2.1661245123745254, 41.40222426799092 2.166453262650422, 41.40165556582287 2.168625506461131, 41.40286488353624 2.170469095551412, 41.40464292878552 2.170140415461169, 41.40521162242031 2.167968076092129, 41.404002279338506 2.1661245123745254))"
123,89394460167ffff,"POLYGON ((41.40165556582287 2.168625506461131, 41.39987749444827 2.1689542023681865, 41.3993087068859 2.171126417180605, 41.400517999227766 2.1729700316338088, 41.40229610450293 2.1726414059145536, 41.40286488353624 2.170469095551412, 41.40165556582287 2.168625506461131))"
124,89394460e03ffff,"POLYGON ((41.392267257643404 2.178628649082481, 41.390488946224316 2.1789571275360755, 41.38991981711758 2.181129226279758, 41.39112900794276 2.182972942087345, 41.392907353257876 2.1826445338301035, 41.393476473852374 2.180472339566088, 41.392267257643404 2.178628649082481))"
125,89394460e0fffff,"POLYGON ((41.38991981711758 2.181129226279758, 41.388141445703276 2.1814576503754592, 41.38757223121868 2.183629720083104, 41.388781396657016 2.185473461204933, 41.3905598019662 2.185145107307725, 41.39112900794276 2.182972942087345, 41.38991981711758 2.181129226279758))"
126,8939446010bffff,"POLYGON ((41.40570796739225 2.159607731574707, 41.4039300499861 2.1599366063943624, 41.40336151007179 2.1621088126108963, 41.40457089610896 2.1639522395730384, 41.40634884742316 2.163623434926136, 41.40691737879273 2.161451133141459, 41.40570796739225 2.159607731574707))"
127,89394460173ffff,"POLYGON ((41.40336151007179 2.1621088126108963, 41.401583532631136 2.16243763306166, 41.40101490732014 2.164609810302587, 41.40222426799092 2.166453262650422, 41.404002279338506 2.1661245123745254, 41.40457089610896 2.1639522395730384, 41.40336151007179 2.1621088126108963))"
128,89394460163ffff,"POLYGON ((41.40101490732014 2.164609810302587, 41.39923686985133 2.1649385763866476, 41.398668159146936 2.1671107246444166, 41.39987749444827 2.1689542023681865, 41.40165556582287 2.168625506461131, 41.40222426799092 2.166453262650422, 41.40101490732014 2.164609810302587))"
129,8939446016fffff,"POLYGON ((41.398668159146936 2.1671107246444166, 41.396890061656315 2.167439436363969, 41.3963212655618 2.169611555631014, 41.39753057549062 2.1714550587209827, 41.3993087068859 2.171126417180605, 41.39987749444827 2.1689542023681865, 41.398668159146936 2.1671107246444166))"
130,8939446017bffff,"POLYGON ((41.40037412901635 2.1605943174628743, 41.39859612545856 2.160923153713222, 41.39802749160395 2.1630952353989534, 41.39923686985133 2.1649385763866476, 41.40101490732014 2.164609810302587, 41.401583532631136 2.16243763306166, 41.40037412901635 2.1605943174628743))"
131,89394460e0bffff,"POLYGON ((41.38927971243149 2.1771135484059396, 41.38750137491732 2.17744204268939, 41.38693223729525 2.179614045918083, 41.388141445703276 2.1814576503754592, 41.38991981711758 2.181129226279758, 41.390488946224316 2.1789571275360755, 41.38927971243149 2.1771135484059396))"
132,89394460343ffff,"POLYGON ((41.38116690273349 2.1434821230652656, 41.37938881055595 2.1438111942204188, 41.37882027896261 2.145982569464435, 41.380029848124 2.1478249690779445, 41.38180797424765 2.147495968015929, 41.38237649726437 2.1453244972443946, 41.38116690273349 2.1434821230652656))"
133,89394460347ffff,"POLYGON ((41.38180797424765 2.147495968015929, 41.380029848124 2.1478249690779445, 41.37946123974094 2.1499964109421046, 41.38067076605147 2.151838947266681, 41.38244892611599 2.151510016308546, 41.383017525929695 2.149338478919095, 41.38180797424765 2.147495968015929))"
134,8939446030bffff,"POLYGON ((41.38479562599633 2.14900949362243, 41.383017525929695 2.149338478919095, 41.38244892611599 2.151510016308546, 41.38365843493579 2.1533526639291303, 41.38543656893919 2.1530237487449564, 41.38600516018662 2.1508521158248515, 41.38479562599633 2.14900949362243))"
135,8939446030fffff,"POLYGON ((41.38543656893919 2.1530237487449564, 41.38365843493579 2.1533526639291303, 41.3830897583169 2.1555242679191546, 41.384299224261014 2.1573670522505672, 41.38607739219598 2.157038207189641, 41.38664606025585 2.1548665076711764, 41.38543656893919 2.1530237487449564))"
136,89394460c5bffff,"POLYGON ((41.405923868133826 2.178172831507317, 41.40414575509691 2.178501371194044, 41.40357682230849 2.180673814609823, 41.404786011068985 2.1825178138875994, 41.40656415799191 2.1821893444187825, 41.4071330822689 2.1800168054514257, 41.405923868133826 2.178172831507317))"
137,89394460c53ffff,"POLYGON ((41.408911169162955 2.179688281603018, 41.4071330822689 2.1800168054514257, 41.40656415799191 2.1821893444187825, 41.40777332911786 2.184033455091779, 41.409551449893776 2.183705001469866, 41.41012036566245 2.18153236694559, 41.408911169162955 2.179688281603018))"
138,89394460c57ffff,"POLYGON ((41.409551449893776 2.183705001469866, 41.40777332911786 2.184033455091779, 41.407204327943724 2.1862060605571045, 41.40841345604714 2.1880503079523312, 41.41019161069969 2.1877219245677106, 41.41076060337278 2.185549223547715, 41.409551449893776 2.183705001469866))"
139,89394460c1bffff,"POLYGON ((41.412538697992375 2.185220785776993, 41.41076060337278 2.185549223547715, 41.41019161069969 2.1877219245677106, 41.411400721144744 2.189566283374136, 41.41317884963688 2.189237915849313, 41.41374783381198 2.1870651192692976, 41.412538697992375 2.185220785776993))"
140,89394460c17ffff,"POLYGON ((41.41616604473352 2.190754034415801, 41.41438794241116 2.191082386076564, 41.41381888131616 2.1932552491326054, 41.41502793103169 2.1950998560881425, 41.41680606721721 2.194771574692655, 41.41737511982463 2.1925986160735023, 41.41616604473352 2.190754034415801))"
141,89394460cabffff,"POLYGON ((41.41680606721721 2.194771574692655, 41.41502793103169 2.1950998560881425, 41.41445879300861 2.1972727856028254, 41.41566779965194 2.199117529279976, 41.41744596969539 2.1987893181604914, 41.418015099238154 2.1966162930849813, 41.41680606721721 2.194771574692655))"
142,89394460ca3ffff,"POLYGON ((41.41979320924049 2.1962880275664887, 41.418015099238154 2.1966162930849813, 41.41744596969539 2.1987893181604914, 41.41865495863276 2.2006341732808146, 41.42043310248889 2.2003059780469285, 41.42100222355445 2.198132857405244, 41.41979320924049 2.1962880275664887))"
143,89394460cb7ffff,"POLYGON ((41.42278030736423 2.197804607768002, 41.42100222355445 2.198132857405244, 41.42043310248889 2.2003059780469285, 41.421642073707865 2.202150944620023, 41.42342019136735 2.201822765276045, 41.42398930395877 2.1996495490628463, 41.42278030736423 2.197804607768002))"
144,8939446012fffff,"POLYGON ((41.405283458391175 2.1741565218467716, 41.403505379245445 2.1744851317406333, 41.402936523338674 2.1766575086387747, 41.40414575509691 2.178501371194044, 41.405923868133826 2.178172831507317, 41.40649271552191 2.176000359055342, 41.405283458391175 2.1741565218467716))"
145,89394460ccfffff,"POLYGON ((41.41189842640428 2.1812038589397447, 41.41012036566245 2.18153236694559, 41.409551449893776 2.183705001469866, 41.41076060337278 2.185549223547715, 41.412538697992375 2.185220785776993, 41.413107605255796 2.1830480556904424, 41.41189842640428 2.1812038589397447))"
146,89394460c13ffff,"POLYGON ((41.415525902265934 2.186736697354032, 41.41374783381198 2.1870651192692976, 41.41317884963688 2.189237915849313, 41.41438794241116 2.191082386076564, 41.41616604473352 2.190754034415801, 41.41673502041375 2.188581142270432, 41.415525902265934 2.186736697354032))"
147,8939446036bffff,"POLYGON ((41.37711435987853 2.152496770619157, 41.37533611377594 2.1528256630149745, 41.37476733467004 2.1549970470417334, 41.37597681022829 2.156839634179936, 41.37775509026952 2.1565108118923093, 41.37832386081445 2.154339332355414, 41.37711435987853 2.152496770619157))"
148,89394460367ffff,"POLYGON ((41.38074280232967 2.158024703815039, 41.37896454833908 2.158353510320028, 41.37839570098714 2.1605250564272396, 41.37960511617693 2.1623678915398368, 41.381383404096795 2.162039155162357, 41.38195224289816 2.159867513541905, 41.38074280232967 2.158024703815039))"
149,89394461db7ffff,"POLYGON ((41.38095694669159 2.176584066705133, 41.37917849703577 2.1769125382905963, 41.378609257008584 2.179084321492088, 41.3798184751551 2.1809277286019557, 41.38159695871811 2.180599327189172, 41.38216619022803 2.1784274484909787, 41.38095694669159 2.176584066705133))"
150,89394460e47ffff,"POLYGON ((41.386292123553055 2.1755985749030917, 41.38451375995315 2.1759270850121233, 41.38394461381267 2.1780989927311767, 41.38515383979111 2.179942485847972, 41.38693223729525 2.179614045918083, 41.38750137491732 2.17744204268939, 41.386292123553055 2.1755985749030917))"
151,893944603d7ffff,"POLYGON ((41.391834853349906 2.1415074260515445, 41.39005693331513 2.141836574376868, 41.38948858962292 2.1440081984885606, 41.390698174544966 2.1458507698254365, 41.39247612851991 2.145521691606125, 41.3930444636332 2.1433499719410567, 41.391834853349906 2.1415074260515445))"
